Handedness,Player ID,Player Name,Date,Pitch ID,Pitch Type,Is Strike,Strike Zone Side,Strike Zone Height,Velocity,Total Spin,True Spin (release),Spin Efficiency (release),Spin Direction,Spin Confidence,Release Extension (ft),VB (trajectory),HB (trajectory),VB (spin),HB (spin),Horizontal Angle,Release Angle,Release Height,Release Side,Gyro Degree (deg),Unique ID,Height,Weight
R,887109,Christian Wood,Sat Oct 07 2023 2:31:58 AM,1696645918,Cutter,NO,-2.83,44.73,76.72,1106.9,1103.5,99.7,11:18,0.5,-,14.76,15.79,14.8,-5.6,-4.4,0.95,4.73,1.63,-4.45,887109@1696645918,74.4,189
R,887109,Christian Wood,Sat Oct 07 2023 2:32:07 AM,1696645927,ChangeUp,YES,8.85,21.61,77.1,1966.7,1966.1,100,2:10,0.9,-,9.02,17.28,9,18.9,-3.52,-0.21,4.39,2.14,1.47,887109@1696645927,74.4,189
R,887109,Christian Wood,Sat Oct 07 2023 2:32:16 AM,1696645936,Slider,YES,-7.44,31.5,64.41,1862.2,747.8,40.2,10:04,0.7,-,5.01,-6.66,5,-8.7,-2.78,1.05,4.49,2.06,66.32,887109@1696645936,74.4,189
R,887109,Christian Wood,Sat Oct 07 2023 2:32:25 AM,1696645945,ChangeUp,YES,0.25,21.09,71.32,1516.3,1479.9,97.6,2:48,0.8,-,2.04,15.95,2,18.9,-4.32,0.45,4.2,2.09,-12.58,887109@1696645945,74.4,189
R,887109,Christian Wood,Sat Oct 07 2023 2:32:34 AM,1696645954,ChangeUp,NO,11.09,34.35,76.46,1932.6,1929.8,99.9,2:10,0.8,-,8.95,21.85,9,18.7,-3.75,0.69,4.48,2.18,3.12,887109@1696645954,74.4,189
R,887109,Christian Wood,Sat Oct 07 2023 2:32:45 AM,1696645965,ChangeUp,NO,18.45,28.17,73.24,1736.6,1732.8,99.8,2:14,0.8,-,8.06,17.26,8.1,18.6,-2.77,0.43,4.43,2.32,-3.83,887109@1696645965,74.4,189
R,887109,Christian Wood,Sat Oct 07 2023 2:33:00 AM,1696645980,ChangeUp,NO,16.36,37.74,72.6,1676.2,1675.3,99.9,1:56,0.8,-,10.43,13.98,10.4,17,-2.79,0.6,4.57,2.24,-1.94,887109@1696645980,74.4,189
R,887109,Christian Wood,Sat Oct 07 2023 2:33:11 AM,1696645991,ChangeUp,NO,29.88,36.82,72.73,1794.2,1791.6,99.9,2:26,0.8,-,5.97,19.69,6,19.7,-2.11,1.29,4.51,2.62,-3.07,887109@1696645991,74.4,189
R,887109,Christian Wood,Sat Oct 07 2023 2:33:20 AM,1696646000,ChangeUp,YES,-3,27.86,73.16,1770.8,1767.7,99.8,2:12,0.7,-,8.52,16.56,8.5,18.8,-4.65,-0.13,4.43,1.75,-3.4,887109@1696646000,74.4,189
R,887109,Christian Wood,Sat Oct 07 2023 2:33:30 AM,1696646010,ChangeUp,NO,10.35,28.62,75.92,835.2,835,100,1:24,0.7,-,10.02,19.66,10,9.1,-3.62,0.16,4.49,2.15,-1.39,887109@1696646010,74.4,189
R,887109,Christian Wood,Sat Oct 07 2023 2:34:14 AM,1696646054,-,NO,-,-,63.74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,887109@1696646054,74.4,189
R,887109,Christian Wood,Sat Oct 07 2023 2:34:33 AM,1696646073,Fastball,YES,3.01,27.17,78.73,2172.3,2172.2,100,2:00,0.7,-,10.7,17.32,10.7,18.9,-3.93,-0.9,4.25,1.67,-0.35,887109@1696646073,74.4,189
R,887109,Christian Wood,Sat Oct 07 2023 2:35:25 AM,1696646125,Fastball,NO,17.09,40.09,78.64,1936.1,1935.4,100,2:00,0.8,-,10.11,15.55,10.1,17.9,-2.78,0.44,4.54,2.21,-1.55,887109@1696646125,74.4,189
R,887109,Christian Wood,Sat Oct 07 2023 2:36:31 AM,1696646191,Fastball,NO,5.66,45.07,78.27,1828.2,1825.8,99.9,1:54,0.8,-,10.89,13.63,10.9,16.9,-3.69,0.81,4.57,1.95,2.95,887109@1696646191,74.4,189
R,887109,Christian Wood,Sat Oct 07 2023 2:36:48 AM,1696646208,Fastball,YES,5.27,37.48,78.38,2229.8,2227.7,99.9,2:06,0.7,-,9.94,15.79,9.9,19.5,-3.75,-0.27,4.52,1.79,2.51,887109@1696646208,74.4,189
R,887109,Christian Wood,Sat Oct 07 2023 2:37:30 AM,1696646250,ChangeUp,YES,5.15,23.29,72.3,1558.8,1461.1,93.7,2:30,0.8,-,4.97,16.43,5,17.9,-3.77,0.29,4.25,1.87,-20.4,887109@1696646250,74.4,189
R,887109,Christian Wood,Sat Oct 07 2023 2:38:01 AM,1696646281,Fastball,YES,3.58,29.52,79.96,1941,1936.3,99.8,2:06,0.9,-,9.37,18.68,9.4,18.2,-4.32,0.59,4.32,2.35,-3.99,887109@1696646281,74.4,189
R,887109,Christian Wood,Sat Oct 07 2023 2:38:37 AM,1696646317,Slider,YES,0.38,31.23,65.53,1756.3,762.4,43.4,10:30,0.9,-,6.76,-10.08,6.8,-7.7,-1.75,2.24,4.51,2.23,64.27,887109@1696646317,74.4,189
R,887109,Christian Wood,Sat Oct 07 2023 2:39:19 AM,1696646359,Fastball,YES,8.89,40.16,78.07,2164.2,2162.4,99.9,2:02,0.8,-,10.48,20.96,10.5,19,-4.13,1.12,4.45,2.29,2.3,887109@1696646359,74.4,189
R,909545,Ty Honda,Mon Oct 02 2023 1:24:33 AM,1696209873,ChangeUp,NO,-22.11,30.37,72.4,2130.1,1971.7,92.6,1:12,0.8,-,16.82,8.59,16.8,11.8,-6.12,-0.54,4.98,2.4,22.24,909545@1696209873,70,165
R,909545,Ty Honda,Mon Oct 02 2023 1:24:44 AM,1696209884,ChangeUp,YES,-4.45,18.95,66.22,1915.6,1754.2,91.6,2:00,0.6,-,10.63,9.27,10.6,18.1,-4.1,-2.31,4.93,1.93,-23.68,909545@1696209884,70,165
R,909545,Ty Honda,Mon Oct 02 2023 1:24:55 AM,1696209895,ChangeUp,NO,19.57,17.97,66.24,2140.8,1910.5,89.2,1:26,0.8,-,15.32,12.98,15.3,14.5,-2.46,-0.96,5,2.44,-26.82,909545@1696209895,70,165
R,909545,Ty Honda,Mon Oct 02 2023 1:25:10 AM,1696209910,CurveBall,YES,0.08,23.16,60.61,1990.7,725.7,36.5,7:34,0.9,-,-5.54,-11.49,-5.5,-7.9,-1.61,3.35,5.23,2.42,68.62,909545@1696209910,70,165
R,909545,Ty Honda,Mon Oct 02 2023 1:25:33 AM,1696209933,ChangeUp,NO,-9.91,48.88,64.87,1886.3,1779.2,94.3,0:50,0.9,1.7424201965332031,20.21,8.09,20.2,9.3,-4.73,1.97,5.57,2.92,19.39,909545@1696209933,70,165
R,909545,Ty Honda,Mon Oct 02 2023 1:26:11 AM,1696209971,Fastball,YES,-5.37,27.89,78.33,2186.5,2068.6,94.6,0:50,0.8,-,18.65,4.72,18.6,8.8,-3.71,-1.6,4.73,1.93,18.89,909545@1696209971,70,165
R,909545,Ty Honda,Mon Oct 02 2023 1:26:29 AM,1696209989,Fastball,NO,-8.52,10.21,78.75,2129.6,2091.4,98.2,0:38,0.8,-,20.15,7.21,20.2,6.9,-4.02,-3.15,4.81,2.08,10.86,909545@1696209989,70,165
R,909545,Ty Honda,Mon Oct 02 2023 1:27:20 AM,1696210040,ChangeUp,NO,26.92,56.9,62.84,403.5,312.2,77.4,11:58,0.8,-,7.26,2.12,7.3,-0.5,-0.43,4.97,5.09,2.44,39.3,909545@1696210040,70,165
R,909545,Ty Honda,Mon Oct 02 2023 1:28:04 AM,1696210084,CurveBall,NO,-7.57,15.18,56.45,1753.5,784.4,44.7,10:10,0.6,-,7.88,-5.23,7.9,-9.9,-2.43,0.29,5.4,1.47,63.43,909545@1696210084,70,165
R,909545,Ty Honda,Mon Oct 02 2023 1:28:21 AM,1696210101,Fastball,YES,-2.53,34.21,78.47,2103.6,2067.3,98.3,0:44,0.8,-,19.55,8.54,19.6,8,-3.45,-1.47,4.95,2.06,10.65,909545@1696210101,70,165
R,909545,Ty Honda,Mon Oct 02 2023 1:29:01 AM,1696210141,ChangeUp,YES,9.77,26.8,76.88,2134.6,2066,96.8,0:44,0.8,-,19.55,5.28,19.5,7.8,-2.17,-1.81,4.66,2.04,14.57,909545@1696210141,70,165
R,909545,Ty Honda,Mon Oct 02 2023 1:29:20 AM,1696210160,Fastball,YES,-1.11,34.57,82.77,2213.2,2045.7,92.4,0:50,0.8,-,17.87,5.35,17.9,8.4,-2.96,-1.31,4.88,1.9,22.44,909545@1696210160,70,165
R,909545,Ty Honda,Mon Oct 02 2023 1:30:07 AM,1696210207,ChangeUp,YES,1.49,31.98,69.98,1843.4,1773,96.2,1:32,0.8,-,14.38,18.16,14.4,15,-4.16,0.49,4.85,2.12,-15.89,909545@1696210207,70,165
R,909545,Ty Honda,Mon Oct 02 2023 1:30:37 AM,1696210237,Fastball,NO,16.98,46.59,80.13,2504.4,2118.2,84.6,1:00,0.6,-,16.47,0,16.5,9.3,-1.57,-1.4,4.91,1.98,32.24,909545@1696210237,70,165
R,909545,Ty Honda,Mon Oct 02 2023 1:31:29 AM,1696210289,Fastball,YES,-0.76,22.84,81.39,2037.2,1938.2,95.1,0:36,0.8,-,18.86,6.69,18.9,6.2,-3.07,-2.18,4.66,1.75,17.94,909545@1696210289,70,165
R,909545,Ty Honda,Mon Oct 02 2023 1:31:57 AM,1696210317,Fastball,NO,10.88,31.19,77.99,2224.3,2063.1,92.8,0:54,0.7,-,18.07,8.48,18.1,9.2,-2.3,-1.47,4.69,1.84,21.95,909545@1696210317,70,165
R,909545,Ty Honda,Mon Oct 02 2023 1:32:46 AM,1696210366,Fastball,NO,-14.67,21.25,86.3,2375.9,2235.1,94.1,0:52,0.9,-,18.36,9.01,18.4,8.8,-3.13,-2.06,5.09,0.72,19.82,909545@1696210366,70,165
R,909545,Ty Honda,Mon Oct 02 2023 1:32:54 AM,1696210374,Fastball,NO,-2.03,47.05,87.6,2157.7,2058.1,95.4,1:06,0.9,-,16.39,8.08,16.4,10.6,-1.7,-0.27,5.05,0.62,17.48,909545@1696210374,70,165
R,909545,Ty Honda,Sat Oct 07 2023 2:25:12 AM,1696645512,ChangeUp,NO,-1.33,16.74,76.39,2180.6,2165.9,99.3,1:06,0.8,-,18.49,7.97,18.5,12.1,-3.41,-2.33,4.74,1.97,6.64,909545@1696645512,70,165
R,909545,Ty Honda,Sat Oct 07 2023 2:25:21 AM,1696645521,ChangeUp,NO,7.39,48.42,77.08,2112.2,2089.8,98.9,0:44,0.8,1.6365070343017578,21.44,0,21.4,8.7,-2.94,-0.02,5.1,2.48,8.35,909545@1696645521,70,165
R,909545,Ty Honda,Sat Oct 07 2023 2:25:32 AM,1696645532,ChangeUp,YES,1.02,22.24,67.3,1936.8,1752.8,90.5,1:48,0.8,-,11.91,16.43,11.9,16.7,-4.04,-0.26,4.92,1.88,-25.17,909545@1696645532,70,165
R,909545,Ty Honda,Sat Oct 07 2023 2:25:46 AM,1696645546,Slider,YES,-0.65,23.05,59.42,1829.6,637.2,34.8,7:40,0.8,-,-4.78,-10.6,-4.8,-7.9,-1.46,4.42,5.14,2.15,69.62,909545@1696645546,70,165
R,909545,Ty Honda,Sat Oct 07 2023 2:25:58 AM,1696645558,Splitter,NO,-7.73,16.52,65.84,342.4,330.3,96.4,1:52,0.8,-,4.21,8.43,4.2,6.1,-3.85,0.1,4.96,1.8,15.32,909545@1696645558,70,165
R,909545,Ty Honda,Sat Oct 07 2023 2:26:08 AM,1696645568,Splitter,NO,21.36,27.86,64.89,211.2,211.1,99.9,3:00,0.7,-,0.18,13.13,0.2,5.3,-1.92,1.21,5.1,2.24,1.87,909545@1696645568,70,165
R,909545,Ty Honda,Sat Oct 07 2023 2:26:16 AM,1696645576,ChangeUp,NO,-2.19,50.89,63.01,1878.6,1677.9,89.3,0:32,1,2.002918243408203,19.83,4.85,19.8,5.1,-3.45,2.76,5.47,2.59,26.73,909545@1696645576,70,165
R,909545,Ty Honda,Sat Oct 07 2023 2:27:03 AM,1696645623,Slider,NO,17.02,39.67,61.1,1830.5,900.6,49.2,7:52,0.8,-,-5.9,-4.51,-5.9,-10.8,-0.15,4.74,5.29,1.91,60.53,909545@1696645623,70,165
R,909545,Ty Honda,Sat Oct 07 2023 2:27:24 AM,1696645644,Fastball,YES,5.45,20.02,81.82,2220.2,2183,98.3,0:46,0.8,-,19.47,4.63,19.5,8.4,-2.15,-2.45,4.42,1.65,10.51,909545@1696645644,70,165
R,909545,Ty Honda,Sat Oct 07 2023 2:27:49 AM,1696645669,ChangeUp,NO,21.69,39.08,66.75,1947.3,1685.3,86.5,1:46,0.8,-,11.83,17.28,11.8,15.8,-2.1,1.34,4.95,2.12,-30.07,909545@1696645669,70,165
R,909545,Ty Honda,Sat Oct 07 2023 2:28:30 AM,1696645710,ChangeUp,YES,9.54,26.81,68.48,2046.2,1718.1,84,1:50,0.9,-,11.15,16.07,11.2,15.8,-2.94,0.54,4.87,1.77,-32.9,909545@1696645710,70,165
R,909545,Ty Honda,Sat Oct 07 2023 2:28:50 AM,1696645730,Splitter,YES,-9.01,21.68,66.97,299.9,290.8,97,2:02,0.8,-,3.5,7.64,3.5,5.8,-3.57,0.4,4.9,1.47,14.14,909545@1696645730,70,165
R,909545,Ty Honda,Sat Oct 07 2023 2:29:12 AM,1696645752,Fastball,YES,-7.95,33.84,84.22,2246.1,2233.6,99.4,0:46,0.9,-,19.68,9.98,19.7,8.3,-3.91,-1.16,4.7,1.89,6.04,909545@1696645752,70,165
R,909545,Ty Honda,Sat Oct 07 2023 2:29:48 AM,1696645788,Fastball,NO,11.19,25.5,78.86,2110.1,2074.6,98.3,0:38,0.9,-,19.95,4.59,20,6.8,-1.58,-1.43,4.7,1.78,10.53,909545@1696645788,70,165
R,909545,Ty Honda,Sat Oct 07 2023 2:30:04 AM,1696645804,Splitter,YES,8.99,27.03,61.02,1764.9,627.1,35.5,7:20,0.9,-,-5.76,-7.87,-5.8,-6.8,-0.52,4.51,4.92,1.87,69.19,909545@1696645804,70,165
R,909545,Ty Honda,Sat Oct 07 2023 2:30:19 AM,1696645819,Fastball,NO,19.01,40.42,82.07,2190.2,2169.7,99.1,0:44,0.8,-,19.41,5.47,19.4,8.1,-0.96,-0.97,4.81,1.88,7.85,909545@1696645819,70,165
R,909545,Ty Honda,Sat Oct 07 2023 2:30:37 AM,1696645837,Splitter,NO,3.91,2.88,68.5,243.2,187.2,76.9,3:04,0.7,-,-0.14,12.26,-0.1,4.1,-2.9,1.42,4.68,1.81,39.7,909545@1696645837,70,165
R,909545,Ty Honda,Sat Oct 07 2023 2:31:02 AM,1696645862,Fastball,NO,4.83,17.94,80.98,2236.1,2192.6,98.1,0:46,0.9,-,19.67,11.45,19.7,8.2,-2.73,-1.78,4.63,1.79,11.33,909545@1696645862,70,165
L,1013314,Jake Liberta,Mon Oct 02 2023 1:40:57 AM,1696210857,Fastball,YES,-6.96,40.88,90.34,2423.4,1937.2,79.9,11:02,0.8,-,14.85,-16.93,14.8,-8,2.22,-0.5,5.46,-1.18,-36.93,1013314@1696210857,72,195
L,1013314,Jake Liberta,Mon Oct 02 2023 1:41:08 AM,1696210868,Fastball,NO,-16.71,53.17,89.85,2420.7,2188.6,90.4,10:44,0.9,2.0340728759765625,15.58,-13.39,15.6,-12,0.91,0.36,5.33,-1.11,-25.3,1013314@1696210868,72,195
L,1013314,Jake Liberta,Mon Oct 02 2023 1:41:22 AM,1696210882,Fastball,NO,-10.29,23.27,88.63,2359.7,1835.1,77.8,10:40,0.8,-,12.85,-19.43,12.9,-10.3,2.37,-2.07,5.33,-1.38,-38.95,1013314@1696210882,72,195
L,1013314,Jake Liberta,Mon Oct 02 2023 1:41:35 AM,1696210895,Slider,NO,6.22,43.88,72.45,2090.3,210,10,2:10,0.6,-,1.04,2.4,1,3.1,2,0.34,5.32,-1.1,-84.23,1013314@1696210895,72,195
L,1013314,Jake Liberta,Mon Oct 02 2023 1:41:47 AM,1696210907,Slider,NO,-8.06,46.08,70.33,1982.9,348.4,17.6,2:44,0.6,-,0.48,-3.38,0.5,4.9,1.49,0.21,5.1,-1.48,-79.88,1013314@1696210907,72,195
L,1013314,Jake Liberta,Mon Oct 02 2023 1:42:11 AM,1696210931,Fastball,YES,-4.71,21.61,90.4,2395.5,2205,92,10:44,0.9,-,15.42,-10.7,15.4,-11.8,2.02,-2.18,5.32,-1.33,-23.01,1013314@1696210931,72,195
L,1013314,Jake Liberta,Mon Oct 02 2023 1:42:48 AM,1696210968,Fastball,YES,-9.27,20.68,90.31,2296.1,1888.3,82.2,10:54,0.8,-,14.58,-15.26,14.6,-9,2.03,-1.84,5.22,-1.33,-34.68,1013314@1696210968,72,195
L,1013314,Jake Liberta,Mon Oct 02 2023 1:43:03 AM,1696210983,Fastball,YES,7.86,30.91,92.41,2417.6,2152.2,89,11:04,0.8,-,16.85,-16.03,16.8,-8.5,3.28,-1.49,5.34,-0.97,-27.1,1013314@1696210983,72,195
L,1013314,Jake Liberta,Mon Oct 02 2023 1:43:19 AM,1696210999,Fastball,NO,-15.65,44.26,90.44,2400.2,2013.7,83.9,10:56,0.9,-,15.24,-12.62,15.2,-9.1,1.19,-0.41,5.17,-1.2,-32.97,1013314@1696210999,72,195
L,1013314,Jake Liberta,Mon Oct 02 2023 1:43:54 AM,1696211034,Slider,YES,8,30.14,75.87,2061,118.7,5.8,2:16,0.8,-,0.54,9.7,0.5,2.1,1.66,1.15,4.91,-1.59,-86.7,1013314@1696211034,72,195
L,1013314,Jake Liberta,Mon Oct 02 2023 1:44:12 AM,1696211052,Fastball,NO,29.34,13.64,90.72,2380.8,1982.7,83.3,11:06,0.9,-,16.03,-13.51,16,-7.8,5.45,-2.91,5.18,-1.37,-33.61,1013314@1696211052,72,195
L,1013314,Jake Liberta,Mon Oct 02 2023 1:44:43 AM,1696211083,Fastball,NO,-11.99,27.72,89.98,2280.6,2062.2,90.4,11:08,0.9,-,17.08,-9.32,17.1,-8,1.15,-1.78,5.32,-1.26,-25.28,1013314@1696211083,72,195
L,1013314,Jake Liberta,Mon Oct 02 2023 1:45:05 AM,1696211105,Fastball,YES,6.38,32.33,90.26,2381.7,1953.4,82,11:08,0.8,-,15.82,-13.48,15.8,-7.3,3.05,-1.63,5.2,-0.82,-34.9,1013314@1696211105,72,195
L,1013314,Jake Liberta,Mon Oct 02 2023 1:45:59 AM,1696211159,Fastball,YES,1.51,20.97,89.23,2316,1935.7,83.6,10:54,0.8,-,14.97,-11.92,15,-9.3,2.83,-3.09,5.03,-1.19,-33.3,1013314@1696211159,72,195
L,1013314,Jake Liberta,Mon Oct 02 2023 1:48:22 AM,1696211302,Fastball,YES,-2.29,29.84,89.99,2370.1,2119.6,89.4,11:02,1,2.109071731567383,16.89,-10.63,16.9,-9.1,2.16,-1.7,5.28,-1.27,-26.58,1013314@1696211302,72,195
L,1013314,Jake Liberta,Mon Oct 02 2023 1:49:15 AM,1696211355,Fastball,YES,4.49,36.12,89.58,2382.4,1735.1,72.8,10:46,0.8,2.135467529296875,12.66,-16.18,12.7,-9.2,3.34,-0.48,5.23,-1.31,-43.26,1013314@1696211355,72,195
L,1013314,Jake Liberta,Mon Oct 02 2023 1:49:29 AM,1696211369,Fastball,YES,-2.81,33.41,89.69,2380.9,1950,81.9,11:02,0.8,2.0981197357177734,15.74,-15.21,15.7,-8.2,2.2,-1.44,5.39,-0.97,-35.01,1013314@1696211369,72,195
L,1013314,Jake Liberta,Mon Oct 02 2023 1:49:54 AM,1696211394,Fastball,YES,4.78,23.71,91.4,2420.2,2143.5,88.6,11:04,0.9,-,16.77,-13.25,16.8,-8.6,3.02,-2.35,5.3,-1.23,-27.67,1013314@1696211394,72,195
L,1013314,Jake Liberta,Mon Oct 02 2023 1:50:27 AM,1696211427,Fastball,NO,13.93,48.91,89.96,2471.6,1883,76.2,11:14,0.8,2.0596446990966797,15.53,-12.08,15.5,-6.2,3.58,-0.59,5.34,-1.1,-40.37,1013314@1696211427,72,195
L,1013314,Jake Liberta,Mon Oct 02 2023 1:50:46 AM,1696211446,Fastball,NO,12.99,35.75,90.2,2392.6,2019.6,84.4,11:00,0.8,-,15.69,-15.14,15.7,-8.8,3.88,-1.17,5.32,-1.15,-32.43,1013314@1696211446,72,195
L,1013314,Jake Liberta,Mon Oct 02 2023 1:51:06 AM,1696211466,Fastball,NO,3.67,17.91,87.42,2389,2079.5,87,11:12,0.8,-,17.34,-6.48,17.3,-7.4,2.28,-3.23,4.58,-0.77,-29.49,1013314@1696211466,72,195
L,1013314,Jake Liberta,Mon Oct 02 2023 1:51:25 AM,1696211485,Fastball,NO,10.22,32.66,89.47,2424.4,2023.8,83.5,10:58,0.8,2.0895252227783203,15.84,-9.47,15.8,-9.2,3.18,-1.93,5.18,-1.25,-33.41,1013314@1696211485,72,195
L,1013314,Jake Liberta,Mon Oct 02 2023 1:51:45 AM,1696211505,Fastball,NO,-4.62,43.56,91.52,2444.6,1999.5,81.8,10:58,0.9,-,14.89,-12.98,14.9,-8.7,2.19,-0.38,5.16,-1.24,-35.12,1013314@1696211505,72,195
L,1013314,Jake Liberta,Mon Oct 02 2023 1:52:32 AM,1696211552,Slider,YES,4.28,34.22,75.96,2006.5,222.8,11.1,11:42,0.6,-,2.39,0.79,2.4,0.5,2.24,-0.65,4.89,-1.31,-83.62,1013314@1696211552,72,195
L,1013314,Jake Liberta,Mon Oct 02 2023 1:53:03 AM,1696211583,ChangeUp,YES,-7.34,31.26,77.59,1977.9,1810.5,91.5,10:42,0.8,-,14.99,-11.57,15,-11.8,2.09,-1.02,4.82,-1.19,-23.74,1013314@1696211583,72,195
L,1013314,Jake Liberta,Mon Oct 02 2023 1:53:19 AM,1696211599,Fastball,YES,2.2,38.61,90.51,2400.5,1951.6,81.3,11:06,0.9,-,15.46,-11.78,15.5,-7.7,2.57,-1.08,5.24,-1.05,-35.61,1013314@1696211599,72,195
L,1013314,Jake Liberta,Mon Oct 02 2023 1:53:42 AM,1696211622,Slider,YES,-9.42,26.07,75.69,2101,216.6,10.3,0:38,0.7,-,2.19,1.5,2.2,1.6,1.05,-0.79,4.82,-1.67,-84.08,1013314@1696211622,72,195
L,1013314,Jake Liberta,Mon Oct 02 2023 1:54:14 AM,1696211654,-,NO,-,-,77.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1013314@1696211654,72,195
L,1013314,Jake Liberta,Sat Oct 07 2023 3:31:46 AM,1696649506,Fastball,NO,15.48,19.79,87.12,2369.7,2116.6,89.3,11:04,0.9,1.9073829650878906,17.94,-5.81,17.9,-9.1,3.24,-3.11,5.43,-1.21,-26.72,1013314@1696649506,72,195
L,1013314,Jake Liberta,Sat Oct 07 2023 3:31:57 AM,1696649517,Fastball,YES,3.36,37.53,88.76,2410.5,2251.1,93.4,10:50,0.9,2.0346431732177734,16.97,-15.25,17,-11.7,3.14,-1.13,5.42,-1.32,-20.95,1013314@1696649517,72,195
L,1013314,Jake Liberta,Sat Oct 07 2023 3:32:10 AM,1696649530,Fastball,YES,-4.01,33.49,88.16,2370.2,2104.8,88.8,11:04,0.9,-,16.88,-11.62,16.9,-8.8,1.86,-1.76,5.21,-0.94,-27.37,1013314@1696649530,72,195
L,1013314,Jake Liberta,Sat Oct 07 2023 3:32:24 AM,1696649544,Slider,NO,-8.38,45.29,75.57,2088.1,431.5,20.7,11:50,0.7,-,4.5,0.5,4.5,0.5,1,0.98,4.93,-1.56,-78.07,1013314@1696649544,72,195
L,1013314,Jake Liberta,Sat Oct 07 2023 3:32:38 AM,1696649558,Slider,YES,0.72,27.32,74.16,2088,280.1,13.4,11:38,0.6,-,3.13,-1.33,3.1,0.3,2.03,-1.35,4.82,-1.37,-82.29,1013314@1696649558,72,195
L,1013314,Jake Liberta,Sat Oct 07 2023 3:32:58 AM,1696649578,Slider,YES,-8.5,19.19,73.69,1976.9,238.3,12.1,11:34,0.7,-,2.56,0.4,2.6,0.4,0.86,-1.06,4.82,-1.43,-83.08,1013314@1696649578,72,195
L,1013314,Jake Liberta,Sat Oct 07 2023 3:33:13 AM,1696649593,Fastball,YES,6.61,30.36,90.98,2437.5,2013.8,82.6,10:58,0.8,-,15.26,-5.05,15.3,-8.8,2.33,-1.44,5.43,-1.37,-34.29,1013314@1696649593,72,195
L,1013314,Jake Liberta,Sat Oct 07 2023 3:34:01 AM,1696649641,Fastball,NO,12.31,53.24,89.08,2419.6,1763.1,72.9,10:46,0.8,1.8500995635986328,13.22,-17.9,13.2,-9.4,4.23,0.67,5.19,-1.39,-43.23,1013314@1696649641,72,195
L,1013314,Jake Liberta,Sat Oct 07 2023 3:34:20 AM,1696649660,Fastball,YES,1.66,32.76,88.39,2321.1,1930.6,83.2,10:58,0.8,1.9760360717773438,15.88,-6.5,15.9,-9,2.16,-2,5.27,-1.3,-33.72,1013314@1696649660,72,195
L,1013314,Jake Liberta,Sat Oct 07 2023 3:34:49 AM,1696649689,Fastball,NO,2.3,50.38,89.37,2339.4,2103.8,89.9,11:02,0.9,2.004528045654297,17.22,-11.28,17.2,-9.2,2.85,0.24,5.1,-1.48,-25.93,1013314@1696649689,72,195
L,1013314,Jake Liberta,Sat Oct 07 2023 3:35:24 AM,1696649724,Fastball,NO,1.82,48.29,89.63,2354.5,2006.5,85.2,10:58,0.9,2.0628700256347656,15.79,-12.84,15.8,-9.3,2.8,0.21,5.2,-1.33,-31.55,1013314@1696649724,72,195
L,1013314,Jake Liberta,Sat Oct 07 2023 3:35:44 AM,1696649744,Fastball,NO,12.07,7.05,89.22,2359.8,1963.5,83.2,11:04,0.8,-,15.84,-14.45,15.8,-8.1,3.74,-3.12,5.16,-1.17,-33.69,1013314@1696649744,72,195
L,1013314,Jake Liberta,Sat Oct 07 2023 3:36:38 AM,1696649798,Fastball,YES,-2.89,38,90.17,2358,1950.3,82.7,10:54,0.9,2.0675010681152344,15.05,-13.48,15.1,-9.3,2.35,-0.73,5.22,-1.26,-34.19,1013314@1696649798,72,195
L,1013314,Jake Liberta,Sat Oct 07 2023 3:37:07 AM,1696649827,Fastball,NO,15.14,35.75,90.24,2401.1,2016.1,84,10:58,0.9,1.9726581573486328,15.84,-11.65,15.8,-9.3,3.91,-1.37,5.27,-1.36,-32.9,1013314@1696649827,72,195
L,1013314,Jake Liberta,Sat Oct 07 2023 3:37:50 AM,1696649870,Fastball,YES,3.23,33.94,87.92,2295,1917.9,83.6,10:58,0.8,-,15.23,-6.11,15.2,-8.9,2.43,-2.18,5.05,-1.23,-33.31,1013314@1696649870,72,195
L,1013314,Jake Liberta,Sat Oct 07 2023 3:38:08 AM,1696649888,Fastball,YES,-5.16,31.97,89.07,2329.9,1953.4,83.8,10:52,0.8,1.576263427734375,15.94,-16.55,15.9,-10.5,2.47,-1.63,5.26,-1.37,-33.03,1013314@1696649888,72,195
L,1013314,Jake Liberta,Sat Oct 07 2023 3:38:29 AM,1696649909,ChangeUp,NO,-32.98,48.91,78.14,2025.3,1495.6,73.8,10:30,0.7,-,11.02,-19.99,11,-10.4,0.93,0.38,4.93,-1.9,-42.4,1013314@1696649909,72,195
L,1013314,Jake Liberta,Sat Oct 07 2023 3:38:52 AM,1696649932,Slider,YES,6.57,32.01,76.07,2385.2,273.9,11.5,1:14,0.7,-,2.18,1.8,2.2,2.5,2.31,-0.04,4.86,-1.55,-83.41,1013314@1696649932,72,195
L,1013314,Jake Liberta,Sat Oct 07 2023 3:39:16 AM,1696649956,Fastball,YES,-3.76,28.76,90.32,2413.5,2147,89,11:04,0.9,1.915365219116211,17.72,-12.5,17.7,-8.9,2.28,-1.78,5.23,-1.37,-27.18,1013314@1696649956,72,195
